Quarter,BG Group,HBB L1,HBB L2,Geo,Segment,Fiscal Year,Fiscal Quarter,Final
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY23/24,Q2,0.826501951533869
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY23/24,Q3,0.3409144048987889
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY23/24,Q4,-0.4387459465077042
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY24/25,Q1,-1.004748001121499
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY24/25,Q2,0.34543737331856766
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY24/25,Q3,0.1420656389060889
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY24/25,Q4,0.4027560601675165
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY25/26,Q1ACT,0.2784579847543127
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY25/26,Q2ACT,0.5459181459074564
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY25/26,Q3M1,0.3100001929714591
TMCGP %,IDG,GPS,Deployment Services,EMEA,REL,FY25/26,Q4MT,0.32849986806389575
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q1,-13.19322959395238
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q2,0.6246707443313362
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q3,0.40274142171347643
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q4,0.8612973319036958
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q1,0.2847115410139581
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q2,0.3582901948842874
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q3,0.24742373421424776
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q4,-0.636776892304462
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q1ACT,0.27717931755719166
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q2ACT,0.2949643818868565
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q3M1,0.31000008779687505
TMCGP %,IDG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q4MT,0.32850007581378804
TMCGP %,IDG,GPS,Deployment Services,EMEA,Others,FY23/24,Q1,21272184.499999996
TMCGP %,IDG,GPS,Deployment Services,EMEA,Others,FY23/24,Q2,1.8
TMCGP %,IDG,GPS,Deployment Services,EMEA,Others,FY23/24,Q3,15.999999999999996
TMCGP %,IDG,GPS,Deployment Services,EMEA,Others,FY23/24,Q4,-0.5
TMCGP %,IDG,GPS,Deployment Services,EMEA,Others,FY24/25,Q1,1.0
TMCGP %,IDG,GPS,Deployment Services,EMEA,Others,FY24/25,Q2,1.571428571428571
TMCGP %,IDG,GPS,Deployment Services,EMEA,Others,FY24/25,Q3,14.999999999999996
TMCGP %,IDG,GPS,Deployment Services,EMEA,Others,FY24/25,Q4,-27.9
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY23/24,Q1,-0.45871495339081303
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY23/24,Q2,0.2995863477805218
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY23/24,Q3,0.13076586782204885
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY23/24,Q4,-0.021448587125865858
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY24/25,Q1,0.3500502354957446
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY24/25,Q2,-1.3093137695056536
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY24/25,Q3,0.1800869764113528
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY24/25,Q4,0.025424802224280185
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY25/26,Q1ACT,0.1528003905470382
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY25/26,Q2ACT,0.2385892213827802
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY25/26,Q3M1,-0.021788127148495377
TMCGP %,IDG,GPS,Deployment Services,NA,REL,FY25/26,Q4MT,-0.03673299710963509
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY23/24,Q1,-0.45871532873480464
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY23/24,Q2,0.29958617688778244
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY23/24,Q3,0.13076575863559864
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY23/24,Q4,-0.02144859959994184
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY24/25,Q1,0.3500502475251456
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY24/25,Q2,-1.3093137525479404
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY24/25,Q3,0.18008675513835978
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY24/25,Q4,0.025424777934181554
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY25/26,Q1ACT,0.14236900928920487
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY25/26,Q2ACT,0.25744731870367676
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY25/26,Q3M1,-0.021788110716600025
TMCGP %,IDG,GPS,Deployment Services,NA,SMB,FY25/26,Q4MT,-0.036732923262482564
TMCGP %,IDG,GPS,Deployment Services,NA,CONS,FY23/24,Q1,-0.45868761552680215
TMCGP %,IDG,GPS,Deployment Services,NA,CONS,FY23/24,Q2,0.29952550415183865
TMCGP %,IDG,GPS,Deployment Services,NA,CONS,FY23/24,Q3,0.13070956621660443
TMCGP %,IDG,GPS,Deployment Services,NA,CONS,FY23/24,Q4,0.3500496626365722
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY23/24,Q1,0.19625984096339064
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY23/24,Q2,0.16098913943514576
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY23/24,Q3,0.08601591337469566
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY23/24,Q4,0.5722791625561042
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY24/25,Q1,0.42214402812418217
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY24/25,Q2,0.3093320379397871
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY24/25,Q3,0.27105347451161044
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY24/25,Q4,0.16495936098794395
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY25/26,Q1ACT,-0.0511611916366495
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY25/26,Q2ACT,-0.8025156778835398
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY25/26,Q3M1,0.43473577939939995
TMCGP %,IDG,GPS,Deployment Services,LA,REL,FY25/26,Q4MT,0.27942925617355346
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY23/24,Q1,0.18592158176529416
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY23/24,Q2,-0.024984188683251984
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY23/24,Q3,0.7623794987619033
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY23/24,Q4,0.5702085844822871
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY24/25,Q1,-4.137445508341569
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY24/25,Q2,-0.603598493442846
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY24/25,Q3,0.4665526506937748
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY24/25,Q4,-0.4481419819796429
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY25/26,Q1ACT,0.7627308482535957
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY25/26,Q2ACT,0.052796350676850526
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY25/26,Q3M1,-2.7754305521438893
TMCGP %,IDG,GPS,Deployment Services,LA,SMB,FY25/26,Q4MT,0.27693842502903915
TMCGP %,IDG,GPS,Deployment Services,LA,Others,FY23/24,Q1,24471.399999999998
TMCGP %,IDG,GPS,Deployment Services,LA,Others,FY23/24,Q2,1.6000000000000003
TMCGP %,IDG,GPS,Deployment Services,LA,Others,FY23/24,Q3,-2.4999999999999996
TMCGP %,IDG,GPS,Deployment Services,LA,Others,FY23/24,Q4,-2.0
TMCGP %,IDG,GPS,Deployment Services,LA,Others,FY24/25,Q1,11.0
TMCGP %,IDG,GPS,Deployment Services,LA,Others,FY24/25,Q2,1.0
TMCGP %,IDG,GPS,Deployment Services,LA,Others,FY24/25,Q3,-2.6666666666666656
TMCGP %,IDG,GPS,Deployment Services,LA,Others,FY24/25,Q4,1.8333333333333335
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY23/24,Q1,-0.2915339395118712
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY23/24,Q2,-0.2071539671677574
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY23/24,Q3,-0.6474034172417273
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY23/24,Q4,-2.226567669357377
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY24/25,Q1,0.17496061837209936
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY24/25,Q2,0.21858014497260217
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY24/25,Q3,0.1801487268281344
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY24/25,Q4,0.19780522224687586
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY25/26,Q1ACT,0.2045550124995052
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY25/26,Q2ACT,0.19925132282072275
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY25/26,Q3M1,0.25943637316935075
TMCGP %,IDG,GPS,GPS Others,AP,REL,FY25/26,Q4MT,0.20848655107637495
TMCGP %,IDG,GPS,GPS Others,AP,SMB,FY23/24,Q1,0.999999512927394
TMCGP %,IDG,GPS,GPS Others,AP,SMB,FY23/24,Q2,1.0
TMCGP %,IDG,GPS,GPS Others,AP,SMB,FY23/24,Q3,1.0
TMCGP %,IDG,GPS,GPS Others,AP,SMB,FY23/24,Q4,0.9999999999999999
TMCGP %,IDG,GPS,GPS Others,AP,SMB,FY24/25,Q1,1.0000005627443012
TMCGP %,IDG,GPS,GPS Others,AP,SMB,FY24/25,Q2,0.9100788567209912
TMCGP %,IDG,GPS,GPS Others,AP,SMB,FY24/25,Q3,0.7427911386197952
TMCGP %,IDG,GPS,GPS Others,AP,SMB,FY24/25,Q4,1.5587651493463115
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY23/24,Q1,0.6575619838852972
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY23/24,Q2,0.5995589410883956
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY23/24,Q3,0.6391935396597735
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY23/24,Q4,0.6823262815910504
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY24/25,Q1,0.5895446892923076
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY24/25,Q2,0.6409568121539512
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY24/25,Q3,0.632251886582986
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY24/25,Q4,0.6536088539675334
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY25/26,Q1ACT,0.6659479453585306
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY25/26,Q2ACT,0.6710620547220318
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY25/26,Q3M1,0.61785330498164
TMCGP %,IDG,GPS,GPS Others,AP,CONS,FY25/26,Q4MT,0.6662193905082401
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY23/24,Q1,0.1300700121080355
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY23/24,Q2,0.13852811449699873
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY23/24,Q3,0.14970659144857779
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY23/24,Q4,0.11144376729958885
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY24/25,Q1,0.11101373491277527
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY24/25,Q2,0.12687181903587108
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY24/25,Q3,0.19994749392870492
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY24/25,Q4,-0.026273705453037775
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY25/26,Q1ACT,0.01016505727447724
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY25/26,Q2ACT,0.1517878496074017
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY25/26,Q3M1,0.19463819288869352
TMCGP %,IDG,GPS,GPS Others,AP,Others,FY25/26,Q4MT,0.15619786435152744
TMCGP %,IDG,GPS,GPS Others,EMEA,REL,FY23/24,Q1,1.0030563491254014
TMCGP %,IDG,GPS,GPS Others,EMEA,REL,FY23/24,Q2,-4.999776914024268
TMCGP %,IDG,GPS,GPS Others,EMEA,REL,FY23/24,Q3,1.027231105303578
TMCGP %,IDG,GPS,GPS Others,EMEA,REL,FY23/24,Q4,1.0202644544699142
TMCGP %,IDG,GPS,GPS Others,EMEA,REL,FY24/25,Q1,0.9999999999999999
TMCGP %,IDG,GPS,GPS Others,EMEA,REL,FY24/25,Q2,0.9793977559697258
TMCGP %,IDG,GPS,GPS Others,EMEA,REL,FY24/25,Q3,1.0
TMCGP %,IDG,GPS,GPS Others,EMEA,REL,FY24/25,Q4,1.0
TMCGP %,IDG,GPS,GPS Others,EMEA,SMB,FY23/24,Q1,1.0142773240007994
TMCGP %,IDG,GPS,GPS Others,EMEA,SMB,FY23/24,Q2,-7.1923758119227825
TMCGP %,IDG,GPS,GPS Others,EMEA,SMB,FY23/24,Q3,0.9456210778885356
TMCGP %,IDG,GPS,GPS Others,EMEA,SMB,FY23/24,Q4,1.0068479027934683
TMCGP %,IDG,GPS,GPS Others,EMEA,SMB,FY24/25,Q1,1.0000000000000002
TMCGP %,IDG,GPS,GPS Others,EMEA,SMB,FY24/25,Q2,0.9846311597572464
TMCGP %,IDG,GPS,GPS Others,EMEA,SMB,FY24/25,Q3,0.9999999999999998
TMCGP %,IDG,GPS,GPS Others,EMEA,SMB,FY24/25,Q4,0.9999999999999997
TMCGP %,IDG,GPS,GPS Others,EMEA,CONS,FY23/24,Q1,-0.8421052631456404
TMCGP %,IDG,GPS,GPS Others,EMEA,CONS,FY23/24,Q2,-2484.5429997064866
TMCGP %,IDG,GPS,GPS Others,EMEA,CONS,FY23/24,Q3,1.0007314099959377
TMCGP %,IDG,GPS,GPS Others,EMEA,CONS,FY23/24,Q4,1.0023475752900932
TMCGP %,IDG,GPS,GPS Others,EMEA,CONS,FY24/25,Q1,1.0
TMCGP %,IDG,GPS,GPS Others,EMEA,CONS,FY24/25,Q2,1.0
TMCGP %,IDG,GPS,GPS Others,EMEA,CONS,FY24/25,Q3,1.0
TMCGP %,IDG,GPS,GPS Others,EMEA,CONS,FY24/25,Q4,1.0
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY23/24,Q1,0.42300220526886606
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY23/24,Q2,0.28615716737841035
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY23/24,Q3,0.2615920931921386
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY23/24,Q4,0.1913993245816569
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY24/25,Q1,0.22380128139919092
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY24/25,Q2,0.42193372642641325
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY24/25,Q3,0.391343032215732
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY24/25,Q4,0.3703783712709666
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY25/26,Q1ACT,0.3086997249203184
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY25/26,Q2ACT,0.25018198469253783
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY25/26,Q3M1,0.31364804653753686
TMCGP %,IDG,GPS,GPS Others,EMEA,Others,FY25/26,Q4MT,0.4531673452274408
TMCGP %,IDG,GPS,GPS Others,NA,REL,FY23/24,Q1,1.0
TMCGP %,IDG,GPS,GPS Others,NA,REL,FY23/24,Q2,1.0
TMCGP %,IDG,GPS,GPS Others,NA,REL,FY23/24,Q3,1.0
TMCGP %,IDG,GPS,GPS Others,NA,REL,FY23/24,Q4,1.0
TMCGP %,IDG,GPS,GPS Others,NA,REL,FY24/25,Q1,0.9998490793842438
TMCGP %,IDG,GPS,GPS Others,NA,REL,FY24/25,Q2,1.0
TMCGP %,IDG,GPS,GPS Others,NA,REL,FY24/25,Q3,1.0
TMCGP %,IDG,GPS,GPS Others,NA,REL,FY24/25,Q4,1.0
TMCGP %,IDG,GPS,GPS Others,NA,SMB,FY23/24,Q1,1.0
TMCGP %,IDG,GPS,GPS Others,NA,SMB,FY23/24,Q2,1.0
TMCGP %,IDG,GPS,GPS Others,NA,SMB,FY23/24,Q3,1.0
TMCGP %,IDG,GPS,GPS Others,NA,SMB,FY23/24,Q4,1.0
TMCGP %,IDG,GPS,GPS Others,NA,SMB,FY24/25,Q1,1.0
TMCGP %,IDG,GPS,GPS Others,NA,SMB,FY24/25,Q2,1.0
TMCGP %,IDG,GPS,GPS Others,NA,SMB,FY24/25,Q3,1.0
TMCGP %,IDG,GPS,GPS Others,NA,SMB,FY24/25,Q4,1.0
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY23/24,Q1,-0.22864488492358342
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY23/24,Q2,-0.34759441245882733
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY23/24,Q3,-0.13993457065771675
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY23/24,Q4,-0.9998043700658824
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY24/25,Q1,0.8062225643060099
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY24/25,Q2,0.32513105311490176
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY24/25,Q3,0.4886979730086975
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY24/25,Q4,0.2791197597295774
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY25/26,Q1ACT,-2.1588006321383086
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY25/26,Q2ACT,0.39257124902290075
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY25/26,Q3M1,0.47513352892715693
TMCGP %,IDG,GPS,GPS Others,NA,Others,FY25/26,Q4MT,0.5045500369155792
TMCGP %,IDG,GPS,GPS Others,LA,REL,FY23/24,Q1,1.0000000000000002
TMCGP %,IDG,GPS,GPS Others,LA,REL,FY23/24,Q2,1.0000000000000002
TMCGP %,IDG,GPS,GPS Others,LA,REL,FY23/24,Q3,1.0
TMCGP %,IDG,GPS,GPS Others,LA,REL,FY23/24,Q4,1.0
TMCGP %,IDG,GPS,GPS Others,LA,REL,FY24/25,Q1,1.0
TMCGP %,IDG,GPS,GPS Others,LA,REL,FY24/25,Q2,0.9960934359044953
TMCGP %,IDG,GPS,GPS Others,LA,REL,FY24/25,Q3,1.1414399584127533
TMCGP %,IDG,GPS,GPS Others,LA,REL,FY24/25,Q4,1.6657631712688465
TMCGP %,IDG,GPS,GPS Others,LA,SMB,FY23/24,Q1,1.0000000000000002
TMCGP %,IDG,GPS,GPS Others,LA,SMB,FY23/24,Q2,1.0000000000000002
TMCGP %,IDG,GPS,GPS Others,LA,SMB,FY23/24,Q3,0.999992593360688
TMCGP %,IDG,GPS,GPS Others,LA,SMB,FY23/24,Q4,1.0
TMCGP %,IDG,GPS,GPS Others,LA,SMB,FY24/25,Q1,1.001576157405502
TMCGP %,IDG,GPS,GPS Others,LA,SMB,FY24/25,Q2,1.0441201345119915
TMCGP %,IDG,GPS,GPS Others,LA,SMB,FY24/25,Q3,1.0588588988198646
TMCGP %,IDG,GPS,GPS Others,LA,SMB,FY24/25,Q4,1.1356492436309398
TMCGP %,IDG,GPS,GPS Others,LA,CONS,FY23/24,Q1,0.9999999999999999
TMCGP %,IDG,GPS,GPS Others,LA,CONS,FY23/24,Q2,1.0000000000000002
TMCGP %,IDG,GPS,GPS Others,LA,CONS,FY23/24,Q3,1.0
TMCGP %,IDG,GPS,GPS Others,LA,CONS,FY23/24,Q4,1.0000000000000002
TMCGP %,IDG,GPS,GPS Others,LA,CONS,FY24/25,Q1,0.9999999999999998
TMCGP %,IDG,GPS,GPS Others,LA,CONS,FY24/25,Q2,1.0315242118947028
TMCGP %,IDG,GPS,GPS Others,LA,CONS,FY24/25,Q3,1.0798275994766413
TMCGP %,IDG,GPS,GPS Others,LA,CONS,FY24/25,Q4,1.0855752858185357
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY23/24,Q1,0.37556998945937325
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY23/24,Q2,0.07075244411321775
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY23/24,Q3,0.19236013275250047
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY23/24,Q4,-0.40330220432874486
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY24/25,Q1,0.9416924048810293
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY24/25,Q2,0.03307492998035343
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY24/25,Q3,0.3765925232642871
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY24/25,Q4,0.14903092738667112
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY25/26,Q1ACT,-0.05063291906454652
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY25/26,Q2ACT,0.3127503697359725
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY25/26,Q3M1,0.30448545513099357
TMCGP %,IDG,GPS,GPS Others,LA,Others,FY25/26,Q4MT,0.3824054750736401
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY23/24,Q1,0.45733528298246373
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY23/24,Q2,0.22800645725837151
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY23/24,Q3,0.1882481006232735
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY23/24,Q4,0.09907976011393288
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY24/25,Q1,0.4279452749795379
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY24/25,Q2,0.490668263845704
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY24/25,Q3,0.36202787887547283
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY24/25,Q4,0.2793015016616131
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY25/26,Q1ACT,0.45258785144294966
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY25/26,Q2ACT,0.1365081443114196
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY25/26,Q3M1,0.3653019909090619
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,REL,FY25/26,Q4MT,0.2819990795824745
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY23/24,Q1,0.40516155261273484
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY23/24,Q2,0.13008748538482912
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY23/24,Q3,0.28040364963321773
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY23/24,Q4,0.2809375604895081
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY24/25,Q1,0.20819529344276536
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY24/25,Q2,0.33600163401831756
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY24/25,Q3,0.2767472728596532
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY24/25,Q4,0.39906086637515625
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY25/26,Q1ACT,0.3542091658373363
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY25/26,Q2ACT,0.408412628841344
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY25/26,Q3M1,0.34795278221267245
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,SMB,FY25/26,Q4MT,0.2629815771231273
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY23/24,Q1,0.3858164753971615
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY23/24,Q2,0.6667193875212031
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY23/24,Q3,0.5538027102494123
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY23/24,Q4,1.1902613109852647
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY24/25,Q1,0.6916666666666667
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY24/25,Q2,0.6999916737439843
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY24/25,Q3,0.6557885230521473
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY24/25,Q4,0.5944592680060683
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY25/26,Q1ACT,0.42311770981362945
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY25/26,Q2ACT,0.24000605174094075
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY25/26,Q3M1,0.3477241851271041
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,CONS,FY25/26,Q4MT,0.35765116245119444
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,Others,FY23/24,Q1,1.0000000000000007
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,Others,FY23/24,Q2,1.4999999999999998
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,Others,FY23/24,Q3,13.666666666666666
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,Others,FY23/24,Q4,2.1999999999999993
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,Others,FY24/25,Q1,-29633.0
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,Others,FY24/25,Q2,-15162.16666666667
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,Others,FY24/25,Q3,25193.000000000004
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,AP,Others,FY24/25,Q4,-35451.333333333336
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,EMEA,REL,FY23/24,Q1,1.0025060250538715
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,EMEA,REL,FY23/24,Q2,0.15396529560550654
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,EMEA,REL,FY23/24,Q3,0.3210652989101154
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,EMEA,REL,FY23/24,Q4,0.24170915797483375
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,EMEA,REL,FY24/25,Q1,0.17199972929290444
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,EMEA,REL,FY24/25,Q2,0.22106583239790206
TMCGP %,IDG,Sustainability,PCSD Sustainability Services,EMEA,REL,FY24/25,Q3,0.2051729492684172
