Quarter,BG Group,HBB L1,HBB L2,Geo,Segment,Fiscal Year,Fiscal Quarter,Final
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY23/24,Q2,0.4203757000000002
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY23/24,Q3,0.6315334000000002
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY23/24,Q4,0.6554546000000001
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY24/25,Q1,0.8081309
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY24/25,Q2,0.11983070000000003
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY24/25,Q3,0.9127491999999999
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY24/25,Q4,0.30371629999999994
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY25/26,Q1ACT,0.4097884
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY25/26,Q2ACT,0.27444959999999996
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY25/26,Q3M1,0.32079169999999996
Revenue $M,ISG,GPS,Deployment Services,EMEA,REL,FY25/26,Q4MT,0.7366533000000001
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q1,0.14805599999999997
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q2,0.07874780000000002
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q3,-0.06461569999999994
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q4,0.16425459999999997
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q1,-0.28281950000000006
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q2,0.5261121000000001
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q3,-0.27020590000000017
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q4,0.16775729999999997
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q1ACT,0.09651669999999998
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q2ACT,0.033885
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q3M1,0.0003988
Revenue $M,ISG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q4MT,0.03877109999999999
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY23/24,Q1,2.0000000000000004e-07
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY23/24,Q2,-9.999999999999998e-08
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY23/24,Q3,2.775557561562891e-23
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY23/24,Q4,1.0000000000000004e-07
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY24/25,Q1,-4.0000000000000003e-07
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY24/25,Q2,1.0000000000000004e-07
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY24/25,Q3,2.0000000000000004e-07
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY24/25,Q4,2.0000000000000004e-07
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY25/26,Q1ACT,3.0000000000000004e-07
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY25/26,Q2ACT,0.0
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY25/26,Q3M1,1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,EMEA,Others,FY25/26,Q4MT,-1.0000000000000004e-07
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY23/24,Q1,0.3576442
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY23/24,Q2,0.5717954000000001
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY23/24,Q3,0.1138745
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY23/24,Q4,0.5523413
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY24/25,Q1,0.9619186
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY24/25,Q2,0.5083045
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY24/25,Q3,0.3140325
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY24/25,Q4,0.41029280000000007
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY25/26,Q1ACT,1.5852509000000001
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY25/26,Q2ACT,0.42269569999999995
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY25/26,Q3M1,0.9680656
Revenue $M,ISG,GPS,Deployment Services,NA,REL,FY25/26,Q4MT,1.0712366
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY23/24,Q1,0.0623242
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY23/24,Q2,0.10585779999999999
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY23/24,Q3,0.17196369999999997
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY23/24,Q4,0.165189
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY24/25,Q1,0.14538979999999999
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY24/25,Q2,0.1146145
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY24/25,Q3,0.10453739999999999
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY24/25,Q4,0.22362149999999997
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY25/26,Q1ACT,0.1637012
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY25/26,Q2ACT,0.1364143
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY25/26,Q3M1,0.17
Revenue $M,ISG,GPS,Deployment Services,NA,SMB,FY25/26,Q4MT,0.19042520000000002
Revenue $M,ISG,GPS,Deployment Services,NA,Others,FY23/24,Q1,0.0
Revenue $M,ISG,GPS,Deployment Services,NA,Others,FY23/24,Q2,1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,NA,Others,FY23/24,Q3,-2.0000000000000002e-07
Revenue $M,ISG,GPS,Deployment Services,NA,Others,FY23/24,Q4,1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,NA,Others,FY24/25,Q1,0.0
Revenue $M,ISG,GPS,Deployment Services,NA,Others,FY24/25,Q2,1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,NA,Others,FY24/25,Q3,0.0
Revenue $M,ISG,GPS,Deployment Services,NA,Others,FY24/25,Q4,0.0
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY23/24,Q1,0.2649501000000001
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY23/24,Q2,0.31305240000000006
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY23/24,Q3,0.3675343999999999
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY23/24,Q4,0.5640253000000001
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY24/25,Q1,0.40925590000000006
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY24/25,Q2,0.45630440000000005
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY24/25,Q3,0.29172419999999993
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY24/25,Q4,0.5281901999999999
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY25/26,Q1ACT,0.22286059999999996
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY25/26,Q2ACT,0.504492
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY25/26,Q3M1,0.5926244
Revenue $M,ISG,GPS,Deployment Services,LA,REL,FY25/26,Q4MT,0.8075948000000001
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY23/24,Q1,0.28181999999999996
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY23/24,Q2,0.098054
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY23/24,Q3,0.25982160000000004
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY23/24,Q4,0.05104519999999999
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY24/25,Q1,0.09795160000000001
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY24/25,Q2,0.0369082
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY24/25,Q3,0.0659543
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY24/25,Q4,0.0952432
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY25/26,Q1ACT,0.11126979999999999
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY25/26,Q2ACT,0.10411819999999998
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY25/26,Q3M1,0.1546356
Revenue $M,ISG,GPS,Deployment Services,LA,SMB,FY25/26,Q4MT,0.0851698
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY23/24,Q1,-1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY23/24,Q2,1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY23/24,Q3,-4.0000000000000003e-07
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY23/24,Q4,1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY24/25,Q1,2.0000000000000004e-07
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY24/25,Q2,1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY24/25,Q3,0.0
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY24/25,Q4,-1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY25/26,Q1ACT,-1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY25/26,Q2ACT,-1.0000000000000001e-07
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY25/26,Q3M1,-5.000000000582077e-07
Revenue $M,ISG,GPS,Deployment Services,LA,Others,FY25/26,Q4MT,-2.0000000000000002e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY23/24,Q1,0.0146594
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY23/24,Q2,0.0021858000000000003
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY23/24,Q3,0.0343085
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY23/24,Q4,0.023236299999999998
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY24/25,Q1,0.02588
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY24/25,Q2,0.008924899999999998
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY24/25,Q3,0.0297222
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY24/25,Q4,0.0300399
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY23/24,Q1,0.0033405
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY23/24,Q2,0.0023775
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY23/24,Q3,0.008109100000000001
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY23/24,Q4,0.0058915999999999994
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY24/25,Q1,0.0237311
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY24/25,Q2,0.010782500000000002
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY24/25,Q3,0.005526699999999999
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY24/25,Q4,0.4012945
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,Others,FY23/24,Q1,2.0000000000000002e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,Others,FY23/24,Q2,1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,Others,FY23/24,Q3,-1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,AP,Others,FY23/24,Q4,2.0000000000000002e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY23/24,Q1,0.0095803
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY23/24,Q2,0.030511399999999994
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY23/24,Q3,0.036331199999999994
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY23/24,Q4,0.2097349
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY24/25,Q1,0.22500420000000004
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY24/25,Q2,0.6287251000000001
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY24/25,Q3,0.2988645000000002
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY24/25,Q4,0.5450937000000001
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY25/26,Q1ACT,0.5427002
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY25/26,Q2ACT,0.2310439
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY25/26,Q3M1,0.6325441
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY25/26,Q4MT,0.9462857
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY23/24,Q1,0.3453925
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY23/24,Q2,1.0091729999999999
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY23/24,Q3,0.10905769999999998
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY23/24,Q4,0.0033075999999999995
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY24/25,Q1,0.010256400000000004
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY24/25,Q2,0.19331849999999992
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY24/25,Q3,0.011570599999999999
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY24/25,Q4,0.12996099999999997
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY25/26,Q1ACT,0.016928300000000018
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY25/26,Q2ACT,0.22457630000000003
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY25/26,Q3M1,0.10574860000000003
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY25/26,Q4MT,0.20371419999999998
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY23/24,Q1,0.0
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY23/24,Q2,-2.0000000000000002e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY23/24,Q3,2.775557561562891e-23
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY23/24,Q4,2.0000000000000004e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY24/25,Q1,0.0
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY24/25,Q2,-5e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY24/25,Q3,-1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY24/25,Q4,1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY23/24,Q1,0.0020034000000000002
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY23/24,Q2,2.7009041999999996
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY23/24,Q3,0.019894099999999998
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY23/24,Q4,0.032189499999999996
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY24/25,Q1,0.0366495
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY24/25,Q2,0.0312135
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY24/25,Q3,0.017999
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY24/25,Q4,-0.0097776
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY23/24,Q1,0.3170038
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY23/24,Q2,0.05421830000000001
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY23/24,Q3,0.014358199999999998
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY23/24,Q4,0.106333
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY24/25,Q1,0.024117699999999995
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY24/25,Q2,0.6628955
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY24/25,Q3,0.03411310000000001
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY24/25,Q4,0.0019148999999999998
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY25/26,Q1ACT,0.23769360000000006
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY25/26,Q2ACT,-0.0484626
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY25/26,Q3M1,0.1783045
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY25/26,Q4MT,0.659167
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY23/24,Q1,1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY23/24,Q2,1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY23/24,Q3,-2.0000000000000002e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY23/24,Q4,0.0
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY24/25,Q1,-1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY24/25,Q2,-1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY24/25,Q3,1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY24/25,Q4,-1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY23/24,Q1,0.008800200000000001
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY23/24,Q2,0.006723400000000001
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY23/24,Q3,0.026008600000000003
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY23/24,Q4,0.0070186
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY24/25,Q1,0.0077693
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY24/25,Q2,0.0023924000000000003
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY24/25,Q3,0.0231
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY24/25,Q4,0.025987600000000003
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY23/24,Q1,0.0057916999999999995
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY23/24,Q2,0.005791800000000001
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY23/24,Q3,0.0011627999999999999
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY23/24,Q4,-0.0017524
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY24/25,Q1,0.0061259999999999995
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY24/25,Q2,-0.000688
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY24/25,Q3,0.00301
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY24/25,Q4,0.0006408
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY23/24,Q1,-2.0000000000000002e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY23/24,Q2,-2.0000000000000002e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY23/24,Q3,-1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY23/24,Q4,1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY24/25,Q1,1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY24/25,Q2,-1.0000000000000001e-07
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY24/25,Q3,0.0
Revenue $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY24/25,Q4,-2.0000000000000002e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY23/24,Q1,1.827596199999999
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY23/24,Q2,2.5927774
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY23/24,Q3,1.8329735999999996
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY23/24,Q4,2.2357116
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY24/25,Q1,1.5243049999999998
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY24/25,Q2,3.125688500000001
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY24/25,Q3,1.4247123000000004
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY24/25,Q4,1.7403222999999994
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY25/26,Q1ACT,1.3923935999999997
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY25/26,Q2ACT,3.908460500000001
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY25/26,Q3M1,2.4639395000000004
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY25/26,Q4MT,3.20426
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY23/24,Q1,1.2440202999999999
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY23/24,Q2,-0.20586400000000013
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY23/24,Q3,0.6982088000000001
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY23/24,Q4,0.7397022000000001
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY24/25,Q1,0.6338576000000001
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY24/25,Q2,0.33039819999999986
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY24/25,Q3,0.5386643000000002
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY24/25,Q4,0.34486780000000006
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY25/26,Q1ACT,0.294351
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY25/26,Q2ACT,-0.5973117000000001
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY25/26,Q3M1,0.46606030000000004
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY25/26,Q4MT,1.0984283000000001
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY23/24,Q1,-4.0000000000000003e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY23/24,Q2,-4.0000000000000003e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY23/24,Q3,-6e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY23/24,Q4,-2.0000000000000002e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY24/25,Q1,-4.0000000000000003e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY24/25,Q2,-2.0000000000000002e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY24/25,Q3,1.0000000000000001e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY24/25,Q4,-5e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY25/26,Q1ACT,-1.0000000000000001e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY25/26,Q2ACT,2.0000000000000002e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY25/26,Q3M1,3.0000000000000004e-07
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY25/26,Q4MT,9.999999999999998e-08
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY23/24,Q1,1.8160295000000002
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY23/24,Q2,2.3829101999999995
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY23/24,Q3,2.8529462000000003
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY23/24,Q4,4.306976400000003
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY24/25,Q1,2.1654197000000015
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY24/25,Q2,3.9664512999999983
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY24/25,Q3,4.172503299999999
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY24/25,Q4,3.3507466999999997
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY25/26,Q1ACT,3.4688714000000003
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY25/26,Q2ACT,3.4593803
Revenue $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY25/26,Q3M1,3.7747723999999994
